neigh_name,neigh_number,year,week,min_temperature
SANTA TERESA,14,2016,22,19.7125085469997
SANTA TERESA,14,2016,23,15.6148196417932
SANTA TERESA,14,2016,24,13.8058340076944
SANTA TERESA,14,2016,25,16.3869703428926
SANTA TERESA,14,2016,26,16.8690621570963
SANTA TERESA,14,2016,27,15.9913888849774
SANTA TERESA,14,2016,28,17.331153122263
SANTA TERESA,14,2016,29,14.6710228579789
SANTA TERESA,14,2016,30,17.1098369267955
SANTA TERESA,14,2016,31,17.8493151799593
SANTA TERESA,14,2016,32,15.7559851393625
SANTA TERESA,14,2016,33,16.9988166890015
SANTA TERESA,14,2016,34,15.8075427803895
SANTA TERESA,14,2016,35,18.9170381637658
SANTA TERESA,14,2016,36,20.1295650196623
SANTA TERESA,14,2016,37,19.8175367001085
SANTA TERESA,14,2016,38,17.7194287216311
SANTA TERESA,14,2016,39,17.4197585143529
SANTA TERESA,14,2016,40,17.573721209962
